# {"t_start": 1591861162.7128847, "env_id": "Humanoid-v2"} 
r,l,t
330.094452,64,74.129045
154.078203,34,74.229663
91.804695,19,74.284365
198.173587,40,74.398777
133.340201,27,74.474105
108.212752,22,74.534241
153.606814,33,74.625261
76.572234,16,74.671713
228.020907,46,74.799947
148.829983,29,74.883276
123.336301,28,74.962199
86.254531,18,75.012175
198.002878,41,75.12464
207.183907,41,75.239961
92.147184,19,75.291716
150.907587,30,75.382669
85.713872,18,75.4313
247.514688,54,75.583711
102.822892,21,75.642982
278.69903,53,75.795448
121.157935,25,75.868645
141.925342,30,75.95335
305.249273,61,76.132154
144.751191,28,76.215589
94.114757,19,76.271636
156.294113,34,76.37018
139.836044,28,76.444335
103.846032,21,76.499217
150.690701,32,76.587562
175.060708,35,76.684925
355.180482,67,76.87318
236.740292,49,77.024047
170.618729,35,77.119473
81.405253,17,77.167156
120.904476,26,77.234889
142.855728,28,77.321962
114.363632,23,77.389925
158.444163,30,79.171644
148.076429,30,79.267267
151.821243,33,79.372064
265.635774,50,79.513402
76.557597,16,79.55173
177.189955,36,79.661618
192.041371,42,79.785464
85.960705,18,79.835821
273.255743,55,79.996338
105.477232,21,80.056486
216.996239,44,80.195903
141.410994,28,80.276271
110.533088,22,80.339413
183.448295,35,80.450344
303.777064,59,80.624213
143.041683,28,80.699989
218.979868,43,80.821796
232.381729,44,80.951111
208.201158,42,81.077666
111.615186,23,81.147302
269.887487,58,81.313162
150.811128,32,81.418117
163.170748,34,81.52153
242.314441,50,81.666492
159.427789,33,81.759773
161.453839,32,81.853329
302.466773,62,82.049257
176.782193,35,82.1524
245.655547,52,82.298004
202.193143,39,82.4158
181.332775,36,82.522796
104.733038,21,82.581913
137.14819,27,82.654495
215.255066,43,82.780434
87.2316,18,82.833526
262.809354,48,82.970866
235.33763,50,83.116724
232.149283,49,83.254147
255.292426,47,83.397941
220.093566,44,83.522962
341.935291,68,83.717055
242.857253,46,83.849059
341.036251,65,84.038639
215.457083,44,84.163142
189.594395,38,84.269298
162.40253,32,84.354247
369.493406,74,84.554596
152.832088,30,84.644768
219.495277,45,84.77665
183.01139,36,84.893157
227.283414,46,85.025818
102.90789,21,86.795598
151.407635,36,86.903211
313.354989,59,87.060593
270.134057,53,87.231301
348.769278,62,87.438362
136.226795,27,87.517367
118.063269,26,87.594925
281.984734,54,87.755638
193.676595,37,87.870966
132.622772,27,87.953034
196.865212,43,88.079861
104.154048,21,88.142774
122.799411,25,88.218798
279.704998,54,88.389331
308.823894,61,88.57472
279.600006,62,88.754075
292.46977,59,88.927069
103.968317,21,88.989461
166.473569,34,89.090511
147.361839,29,89.175562
298.01994,65,89.361354
199.921505,42,89.485696
156.707727,35,89.586039
207.380547,41,89.70654
195.195725,39,89.814144
98.431523,20,89.873042
185.032389,38,89.984277
128.366028,25,90.055336
222.943683,44,90.18344
223.021852,44,90.309476
211.097998,44,90.446107
351.727947,69,90.64692
198.005049,39,90.766614
111.379645,22,90.830622
294.928689,59,91.006368
87.343398,18,91.058909
185.122461,39,91.173092
98.44965,20,91.230826
203.081321,46,91.37583
86.793783,18,91.429657
83.444364,17,91.479009
149.166417,29,91.561616
231.229032,47,91.698223
347.842155,71,91.907451
245.074619,47,92.042068
318.18395,62,92.221397
231.438201,46,92.359044
134.928825,28,92.441522
189.192787,40,92.554818
232.466793,45,92.694816
211.493666,43,92.819391
162.192053,31,94.586296
217.08737,42,94.708932
231.275649,45,94.840198
249.251142,52,94.997095
196.98802,39,95.104697
