approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,regularization_pi,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.015281016,0.52421874,112.64,593.7442158499999,0.9610600024461746,1034,146,22.042627,-0.025549626,0.043880254,299008,1157.2875790596008,1196032,0.013458264
0.015593713,0.5287964,111.29,593.57850606,0.9597421698272228,1042,147,22.012472,-0.027469475,0.04394738,301056,1165.150157213211,1204224,0.013225347
0.014970681,0.5239868,109.96,581.09868569,0.9666442982852459,1011,148,21.998642,-0.02550057,0.043995954,303104,1173.2506816387177,1212416,0.011394599
0.015700722,0.5323242,106.04,566.29640366,0.9619242176413536,1039,149,21.984241,-0.02716723,0.044012237,305152,1181.1344947814941,1220608,0.013328317
0.014680062,0.5229248,111.32,594.83158317,0.9613021425902843,811,150,21.974855,-0.024927957,0.04404795,307200,1191.2270295619965,1228800,0.013175597
0.015655952,0.53127444,109.93,588.7390994,0.9632926806807518,1028,151,21.95584,-0.025336534,0.04409682,309248,1199.193724155426,1236992,0.012365213
0.015239905,0.5254272,111.17,586.6968739700001,0.9615441933274269,1023,152,21.947247,-0.025529478,0.044105306,311296,1207.1944749355316,1245184,0.014166621
0.016142238,0.5330933,111.25,592.39932677,0.956705566495657,1028,153,21.950306,-0.026494,0.04409773,313344,1215.158096075058,1253376,0.0150318835
0.016105551,0.537439,111.7,598.31181991,0.9657173193991184,1019,154,21.934467,-0.027434537,0.04411886,315392,1223.1934123039246,1261568,0.011917127
0.015586396,0.5283081,112.68,601.9740905,0.9613522849977016,1019,155,21.910145,-0.02581791,0.04413674,317440,1231.2257690429688,1269760,0.0133372
0.016114563,0.534314,110.67,597.2575703100001,0.9619777277112007,1013,156,21.875114,-0.02498914,0.04415392,319488,1239.3086123466492,1277952,0.013802807
0.015768634,0.5319824,113.15,612.7288378899999,0.9639774262905121,1016,157,21.8591,-0.025883276,0.044161312,321536,1247.366675376892,1286144,0.012436338
0.01567528,0.52613527,114.86,615.65366784,0.9648455046117306,1033,158,21.840061,-0.026095456,0.044238094,323584,1255.294457912445,1294336,0.011944076
0.01654639,0.54066163,115.01,616.2844512099999,0.967669889330864,1042,159,21.839705,-0.027638918,0.044341046,325632,1263.1567249298096,1302528,0.010894829
0.0154988365,0.5246948,119.3,638.9356781600001,0.9611658416688442,1026,160,21.845812,-0.025988463,0.044359695,327680,1271.1411986351013,1310720,0.013311192
0.016360031,0.5409424,116.93,624.0676447000001,0.9608797952532768,1033,161,21.808548,-0.026865453,0.044369087,329728,1279.0712864398956,1318912,0.013239771
0.016634867,0.5369751,119.39,637.4890391900001,0.9639496766030788,1046,162,21.775532,-0.025666783,0.044421524,331776,1286.9010949134827,1327104,0.012045931
