# {"t_start": 1591841163.6566856, "env_id": "Humanoid-v2"} 
r,l,t
159.81187,32,276.17207
251.892393,49,276.544882
265.748915,53,276.945077
159.789504,34,280.545018
204.890109,40,280.875803
170.808497,35,281.2489
235.484438,51,281.703488
182.411731,36,281.959211
229.673985,47,282.356145
188.911009,37,282.600576
239.820494,49,282.924351
211.696665,47,283.297713
289.297271,55,283.718749
166.345636,34,283.963407
336.534621,65,284.504015
233.613432,44,284.945263
158.37342,33,285.236171
239.733141,47,285.622979
356.617363,66,286.133068
214.792362,42,286.587387
204.321715,41,286.980859
92.879591,19,287.158873
181.124198,38,287.461103
192.106782,38,287.787705
175.935581,34,288.079942
178.618955,35,288.356009
255.28596,51,288.821202
235.649384,46,289.202964
98.480201,20,289.365134
427.531429,87,290.122644
153.584533,30,290.382402
245.476591,51,290.838375
147.004605,31,291.08832
278.13409,52,291.472371
248.100261,48,291.855285
269.049187,53,292.238773
363.783471,69,292.781168
224.938293,54,293.20546
298.488604,62,293.710598
213.874389,41,294.148742
127.092167,25,294.383813
177.855005,34,294.68665
162.384081,32,294.964976
135.808431,30,295.255371
189.672394,37,295.6005
244.372121,49,296.334625
326.699599,64,297.01388
203.14495,42,297.354545
151.726252,30,297.610909
271.057612,56,298.080777
283.079509,54,302.438398
146.158294,28,302.655387
222.614985,42,303.042092
364.497953,71,303.63695
102.171486,21,303.780959
106.506477,21,303.976133
410.116469,80,304.650257
229.47505,43,304.90795
388.031645,76,305.513038
155.086919,32,305.827207
364.434614,84,306.46033
314.013033,64,306.974122
222.522013,45,307.302589
236.744803,45,307.600124
340.009875,71,308.125793
294.507214,61,308.501507
299.823279,60,308.883169
204.835323,41,309.176347
285.191661,53,309.544004
193.571445,38,309.8249
239.853291,49,310.179994
221.357974,45,310.3717
240.34618,47,310.822157
238.809491,45,311.207676
107.951137,23,311.377892
102.434409,21,311.530048
222.492082,42,311.885155
168.538995,35,312.153989
230.976662,44,312.575833
250.478877,52,313.001628
293.850033,55,313.447444
210.670077,40,313.773773
255.046155,52,314.278229
402.898049,82,314.94286
226.376659,47,315.363192
465.359493,97,316.061666
228.995808,44,316.37253
122.087447,27,316.567519
341.870696,62,317.194825
309.992607,60,317.692156
306.162554,57,322.249038
321.074285,60,322.670343
373.163528,71,323.44028
235.610927,47,323.88091
361.555359,68,324.529234
103.173836,21,324.709467
226.525848,46,325.063525
356.66415,73,325.590487
206.322256,39,325.828829
303.384819,57,326.362183
400.788861,76,326.948629
317.680209,64,327.383461
338.677021,69,327.933048
481.932936,95,328.621
150.740995,30,328.842909
402.435616,75,329.440646
280.92783,53,329.860052
350.706855,74,330.375777
232.665072,45,330.746747
315.395544,58,331.261221
329.293086,64,331.766666
177.704782,35,332.046188
210.51288,40,332.354638
402.764534,74,332.982795
139.817454,27,333.186833
326.987313,63,333.63943
360.326593,70,334.192091
275.275035,53,334.685925
200.661422,41,335.118774
225.665343,44,335.599147
270.131989,50,336.175863
241.078716,50,336.594858
236.29996,53,337.058481
242.656935,49,337.405531
211.378375,45,337.718046
320.503432,62,338.107792
396.505277,72,338.614976
170.694339,33,342.605452
301.260121,63,343.110593
201.073114,40,343.564398
345.156543,66,344.182769
245.455205,50,344.684962
346.583811,70,345.207696
291.247112,55,345.655795
322.070003,60,346.055101
237.044814,47,346.353183
335.834041,64,346.78947
194.341192,39,347.057629
302.085247,54,347.481127
299.592702,56,347.900951
304.429714,63,348.325429
255.373969,48,348.657405
362.832518,66,349.144659
401.163357,74,349.794488
289.632147,58,350.214233
283.028285,59,350.666111
280.635519,60,351.172602
244.052345,45,351.504474
211.470496,42,351.809593
185.610466,37,352.033416
352.130912,77,352.521702
167.799863,33,352.804404
